Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
LECO,"Lincoln Electric Holdings, Inc.",64.22,4319751750,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LNC,Lincoln National Corporation,48.06,11188143896,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,72.79,773766726,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,42.21,8863762320,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LLTC,Linear Technology Corporation,58.76,14086020474,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LNKD,LinkedIn Corporation,192.8,25975868230,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd
LIOX,"Lionbridge Technologies, Inc.",4.92,305024659.4,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
LGF,Lions Gate Entertainment Corporation,20.48,3023984517,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf
LIQT,"LiqTech International, Inc.",0.84,33206909.4,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
LQDT,"Liquidity Services, Inc.",10.15,312025321.7,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
LAD,"Lithia Motors, Inc.",84.54,2127326686,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LFUS,"Littelfuse, Inc.",127.65,2866147789,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,60.95,2991039089,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
LYV,"Live Nation Entertainment, Inc.",27.07,5497514794,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LOB,"Live Oak Bancshares, Inc.",13.67,467605452.3,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
LPSN,"LivePerson, Inc.",8.05,465118414.3,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,35.79,10991380861,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
LYG,Lloyds Banking Group Plc,3.31,59128728178,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
LMIA,"LMI Aerospace, Inc.",7.47,101194551.2,n/a,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
SCD,LMP Capital and Income Fund Inc.,13.88,249608634.3,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,243.32,73703035850,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,41.63,14033749382,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LOGI,Logitech International S.A.,21.55,3485356106,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",88.21,2232299332,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,24.0899,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr
LONE,Lonestar Resources US Inc.,7.85,62972817.75,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone
LORL,"Loral Space and Communications, Inc.",37.16,1149461027,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LPX,Louisiana-Pacific Corporation,20.03,2847364930,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",76.96,68194618943,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LPTN,"Lpath, Inc.",2.35,5578958.75,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
LPLA,LPL Financial Holdings Inc.,29.85,2658785648,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LXU,Lsb Industries Inc.,11.4,318464608.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LYTS,LSI Industries Inc.,10.18,253666074.8,n/a,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LTC,"LTC Properties, Inc.",52.58,2062272937,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",4.48,129651383.7,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub
LEI,"Lucas Energy, Inc.",3.54,6157465.38,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei
LULU,lululemon athletica inc.,68.57,8721004000,n/a,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LL,"Lumber Liquidators Holdings, Inc",15.91,431830317.8,n/a,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LITE,Lumentum Holdings Inc.,35.24,2089040133,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,21.12,919753950.7,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,13.92,326614161.1,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LXFR,Luxfer Holdings PLC,11.69,307447000,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",54.61,1813454312,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
LUX,"Luxottica Group, S.p.A.",48.58,23343052795,n/a,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux
LDL,"Lydall, Inc.",49.27,844555940.4,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,17.06,540463512.5,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,79.72,33141349230,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MBTF,M B T Financial Corp,8.72,198228149.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MIIIU,M III Acquisition Corp.,9.74,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
MTB,M&T Bank Corporation,117.34,18395293704,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1025,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1030,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",25.87,1268509088,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",23.25,573550367.3,n/a,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MHO^A,"M/I Homes, Inc.",25.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a
MCBC,Macatawa Bank Corporation,8.07,273752872.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MAC,Macerich Company (The),81.92,11765800960,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,28.52,2556843411,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MTSI,"MACOM Technology Solutions Holdings, Inc.",43.54,2336600180,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,22.17,276422055.8,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company,82.08,6691645462,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,12.53,107044792.4,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,78.26,4574790195,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
MGNX,"MacroGenics, Inc.",29.64,1029502718,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
M,Macy&#39;s Inc,36.64,11302261401,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCZ,Mad Catz Interactive Inc,0.2109,15494732.52,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz
MCN,Madison Covered Call & Equity Strategy Fund,7.92,152605910.2,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.81,68477816.71,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MAG,Mag Silver Corporation,16.72,1343973079,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mag
MGLN,"Magellan Health, Inc.",55.75,1370415893,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MMP,Magellan Midstream Partners L.P.,70.81,16129379092,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGIC,Magic Software Enterprises Ltd.,7.66,339607785.2,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
MGA,"Magna International, Inc.",41.1,15989509928,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,8.72,302860894.9,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MNGA,MagneGas Corporation,0.6274,31840257.63,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MH^A,"Maiden Holdings, Ltd.",25.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",26.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^c
MHLA,"Maiden Holdings, Ltd.",26.27,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/mhla
MHLD,"Maiden Holdings, Ltd.",13.69,1013302655,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MHLDO,"Maiden Holdings, Ltd.",50.02,165066000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
MHNB,"Maiden Holdings, Ltd.",26.008,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb
MHNC,"Maiden Holdings, Ltd.",27.28,0,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,34.47,1807889040,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MSCA,Main Street Capital Corporation,26.2943,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca
MSFG,"MainSource Financial Group, Inc.",24.2,580965310.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
MMD,MainStay DefinedTerm Municipal Opportunities Fund,20.5,564868562,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd
MJCO,Majesco,5.2,189664820.8,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco
MMYT,MakeMyTrip Limited,19.6,827555845.2,n/a,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MNK,Mallinckrodt plc,72.42,7800598634,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,14.48,98470892.48,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,17.11,2804197065,n/a,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MANH,"Manhattan Associates, Inc.",61.73,4420178132,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
MTW,"Manitowoc Company, Inc. (The)",4.87,669998241.7,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MFS,"Manitowoc Food Service, Inc.",16.42,2252538391,n/a,2016,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mfs
MTEX,"Mannatech, Incorporated",17.01,45960781.86,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MN,"Manning & Napier, Inc.",7.59,114107149.2,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,72.36,4958949615,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MANT,ManTech International Corporation,40.79,1559635549,n/a,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MFC,Manulife Financial Corp,13.71,27048778032,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MAPI,Mapi - Pharma Ltd.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi
MRO,Marathon Oil Corporation,15.49,13124034351,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,42.32,22377116725,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MCHX,"Marchex, Inc.",2.86,123883182.3,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MMI,"Marcus & Millichap, Inc.",26.49,996226277.6,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),23.9,658665907.7,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,2.45,94233382.25,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MHG,Marine Harvest ASA,15.89,7151861010,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhg
MARPS,Marine Petroleum Trust,3.69,7380000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
MPX,Marine Products Corporation,8.96,343664572.2,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",19.98,516566236.7,n/a,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,942.35,13184267132,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
MKTX,"MarketAxess Holdings, Inc.",172.54,6492239360,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,18.85,236368274.4,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
VAC,Marriot Vacations Worldwide Corporation,77.52,2091970534,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MAR,Marriott International,70.96,18052256642,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
MMC,"Marsh & McLennan Companies, Inc.",68.3,35395616606,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MRTN,"Marten Transport, Ltd.",22.13,718778660,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
